SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
dsa,_,"-""-",-,-,8,3,2,0,0,0,0,0,0,2,241000000,1127024,812
dsa,_,"-""-",-,-,9,3,0,0,0,0,0,0,0,0,175900000,1127024,530
dsa,_,"-""-",-,-,10,6,6,0,0,0,0,0,0,6,482700000,1127024,1463
dsa,_,"-""-",-,-,11,4,6,0,0,0,0,0,0,6,479700000,1127024,1379
dsa,_,"-""-",-,-,12,5,0,0,0,0,0,0,0,0,259000000,1127024,825
dsa,_,"-""-",-,-,13,4,6,5,0,0,0,0,0,6,553200000,1127024,1767
dsa,3,t2,1,9,0,4,2,2,0,0,0,0,0,2,324700000,1050496,1080
dsa,_,"-""-",-,-,1,3,4,0,0,0,0,0,0,4,322800000,1050496,967
dsa,_,"-""-",-,-,2,4,4,3,0,0,0,0,0,4,502000000,1050496,1475
dsa,_,"-""-",-,-,3,4,4,0,0,0,0,0,0,4,354500000,1050496,1139
dsa,_,"-""-",-,-,4,4,4,0,0,0,0,0,0,4,338500000,1050496,1134
dsa,_,"-""-",-,-,5,4,4,0,0,0,0,0,0,4,628500000,1050496,1135
dsa,_,"-""-",-,-,6,4,5,1,0,0,0,0,0,5,487700000,1050496,1364
dsa,_,"-""-",-,-,7,4,0,0,0,0,0,0,0,0,296600000,1050496,932
dsa,_,"-""-",-,-,8,4,0,0,0,0,0,0,0,0,251100000,1050496,838
dsa,4,t3,1,10,0,5,3,1,0,0,0,0,0,3,329500000,1336528,1089
dsa,_,"-""-",-,-,1,5,2,2,0,0,0,0,0,2,382300000,1336528,1209
dsa,_,"-""-",-,-,2,3,0,0,0,0,0,0,0,0,264700000,1336528,871
dsa,_,"-""-",-,-,3,4,4,2,0,0,0,0,0,4,492900000,1336528,1386
dsa,_,"-""-",-,-,4,4,2,2,0,0,0,0,0,2,373700000,1336528,1183
dsa,_,"-""-",-,-,5,3,2,2,0,0,0,0,0,2,794200000,1336528,1143
dsa,_,"-""-",-,-,6,3,4,4,0,0,0,0,0,4,381900000,1336528,1361
dsa,_,"-""-",-,-,7,3,4,4,0,0,0,0,0,4,380400000,1336528,1310
dsa,_,"-""-",-,-,8,3,2,6,0,0,0,0,0,2,381199999,1336528,1312
dsa,_,"-""-",-,-,9,3,4,6,0,0,0,0,0,4,450900000,1336528,1627
dsa,5,t4,1,6,0,4,2,2,0,0,0,0,0,2,333300000,1228336,1146
dsa,_,"-""-",-,-,1,3,4,0,0,0,0,0,0,4,325700000,1228336,977
dsa,_,"-""-",-,-,2,4,2,2,0,0,0,0,0,2,422300000,1228336,1227
dsa,_,"-""-",-,-,3,3,0,0,0,0,0,0,0,0,276900000,1228336,937
dsa,_,"-""-",-,-,4,3,0,0,0,0,0,0,0,0,311800000,1228336,1047
dsa,_,"-""-",-,-,5,4,0,0,0,0,0,0,0,0,348000000,1228336,1105
dsa,6,t5,1,6,0,3,2,2,0,0,0,0,0,2,289600000,1541160,1139
dsa,_,"-""-",-,-,1,4,1,1,0,0,0,0,0,1,320500000,1541160,1055
dsa,_,"-""-",-,-,2,3,5,1,0,0,0,0,0,5,423900000,1541160,1377
dsa,_,"-""-",-,-,3,6,3,2,0,0,0,0,0,3,695800000,1541160,2041
dsa,_,"-""-",-,-,4,6,4,3,0,0,0,0,0,4,784100000,1541160,1994
dsa,_,"-""-",-,-,5,3,5,1,0,0,0,0,0,5,536700000,1541160,1782
dsa,7,t6,1,5,0,6,10,15,0,0,0,0,0,10,923200000,1871920,2720
dsa,_,"-""-",-,-,1,6,8,17,0,0,0,0,0,8,1006500000,1871920,2723
dsa,_,"-""-",-,-,2,6,12,3,0,0,0,0,0,12,686400000,1871920,1478
dsa,_,"-""-",-,-,3,4,6,1,0,0,0,0,0,6,652300000,1871920,1598
dsa,_,"-""-",-,-,4,6,0,0,0,0,0,0,0,0,488500000,1871920,1388
dsa,8,t7,1,3,0,6,10,15,0,0,0,0,0,10,816700000,1894488,2557
dsa,_,"-""-",-,-,1,6,20,13,0,0,0,0,0,20,1414200000,1894488,3429
dsa,_,"-""-",-,-,2,4,21,5,0,0,0,0,0,21,1586700000,1894488,3176
dsa,9,t8,1,6,0,3,0,0,0,0,0,0,0,0,122700000,1871608,524
dsa,_,"-""-",-,-,1,4,0,0,0,0,0,0,0,0,286900000,1871608,883
dsa,_,"-""-",-,-,2,5,2,0,0,0,0,0,0,2,227300000,1871608,824
dsa,_,"-""-",-,-,3,3,0,0,0,0,0,0,0,0,219100000,1871608,726
dsa,_,"-""-",-,-,4,5,1,1,0,0,0,0,0,1,312000000,1871608,1014
dsa,_,"-""-",-,-,5,3,0,0,0,0,0,0,0,0,159500000,1871608,635
dsa,10,t9,1,4,0,4,6,4,0,0,0,0,0,6,890500000,2177280,1842
dsa,_,"-""-",-,-,1,4,9,4,0,0,0,0,0,9,856900001,2177280,2196
dsa,_,"-""-",-,-,2,5,8,6,0,0,0,0,0,8,795799999,2177280,2424
dsa,_,"-""-",-,-,3,4,4,3,0,0,0,0,0,4,604000000,2177280,1471
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,0,0,0,1,268500000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,0,0,0,0,198900000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,0,0,0,1,243500000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,0,0,0,1,285200000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,0,0,0,1,297500000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,0,0,0,1,256000000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,0,0,0,2,378200000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,0,0,0,4,424100000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,0,0,0,6,519300000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,0,0,0,2,373700000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,0,0,0,3,465000000,696408,1354
ssa,2,t1,1,14,0,4,1,3,0,0,0,0,0,1,799200000,1127024,1184
ssa,_,"-""-",-,-,1,4,4,2,0,0,0,0,0,4,477100000,1127024,1423
ssa,_,"-""-",-,-,2,4,3,2,0,0,0,0,0,3,891700000,1127024,1392
ssa,_,"-""-",-,-,3,4,2,2,0,0,0,0,0,2,388300000,1127024,1138
ssa,_,"-""-",-,-,4,4,2,2,0,0,0,0,0,2,508000000,1127024,1079
ssa,_,"-""-",-,-,5,4,2,0,0,0,0,0,0,2,245800000,1127024,926
ssa,_,"-""-",-,-,6,4,2,0,0,0,0,0,0,2,331000000,1127024,877
ssa,_,"-""-",-,-,7,4,2,0,0,0,0,0,0,2,773200000,1127024,871
ssa,_,"-""-",-,-,8,3,2,0,0,0,0,0,0,2,225100000,1127024,817
ssa,_,"-""-",-,-,9,3,0,0,0,0,0,0,0,0,125300000,1127024,526
ssa,_,"-""-",-,-,10,6,3,3,0,0,0,0,0,3,518700000,1127024,1512
ssa,_,"-""-",-,-,11,4,3,3,0,0,0,0,0,3,471700000,1127024,1427
ssa,_,"-""-",-,-,12,5,0,0,0,0,0,0,0,0,217800000,1127024,817
ssa,_,"-""-",-,-,13,4,4,3,0,0,0,0,0,4,1991500000,1127024,1637
ssa,3,t2,1,9,0,4,1,3,0,0,0,0,0,1,319100000,1050496,1079
ssa,_,"-""-",-,-,1,3,2,2,0,0,0,0,0,2,256900000,1050496,966
ssa,_,"-""-",-,-,2,4,3,2,0,0,0,0,0,3,459700000,1050496,1396
ssa,_,"-""-",-,-,3,4,2,2,0,0,0,0,0,2,441800000,1050496,1139
ssa,_,"-""-",-,-,4,4,2,2,0,0,0,0,0,2,385900000,1050496,1134
ssa,_,"-""-",-,-,5,4,2,2,0,0,0,0,0,2,385000000,1050496,1135
ssa,_,"-""-",-,-,6,4,4,0,0,0,0,0,0,4,549500000,1050496,1309
ssa,_,"-""-",-,-,7,4,0,0,0,0,0,0,0,0,273300000,1050496,917
ssa,_,"-""-",-,-,8,4,0,0,0,0,0,0,0,0,250800000,1050496,830
ssa,4,t3,1,10,0,5,2,2,0,0,0,0,0,2,298000000,1336528,1089
ssa,_,"-""-",-,-,1,5,2,2,0,0,0,0,0,2,360400000,1336528,1208
ssa,_,"-""-",-,-,2,3,0,0,0,0,0,0,0,0,253300000,1336528,863
ssa,_,"-""-",-,-,3,4,3,1,0,0,0,0,0,3,457200000,1336528,1318
ssa,_,"-""-",-,-,4,4,2,2,0,0,0,0,0,2,379300000,1336528,1180
ssa,_,"-""-",-,-,5,3,2,2,0,0,0,0,0,2,308900000,1336528,1140
ssa,_,"-""-",-,-,6,3,4,2,0,0,0,0,0,4,572000000,1336528,1305
ssa,_,"-""-",-,-,7,3,4,2,0,0,0,0,0,4,344400000,1336528,1254
ssa,_,"-""-",-,-,8,3,4,2,0,0,0,0,0,4,374400000,1336528,1254
ssa,_,"-""-",-,-,9,3,5,2,0,0,0,0,0,5,469000000,1336528,1500
ssa,5,t4,1,6,0,4,2,2,0,0,0,0,0,2,329200000,1228336,1144
ssa,_,"-""-",-,-,1,3,2,2,0,0,0,0,0,2,265800000,1228336,976
ssa,_,"-""-",-,-,2,4,2,2,0,0,0,0,0,2,393100000,1228336,1225
ssa,_,"-""-",-,-,3,3,0,0,0,0,0,0,0,0,261600000,1228336,929
ssa,_,"-""-",-,-,4,3,0,0,0,0,0,0,0,0,376600000,1228336,1039
ssa,_,"-""-",-,-,5,4,0,0,0,0,0,0,0,0,347500000,1228336,1105
ssa,6,t5,1,6,0,3,1,1,0,0,0,0,0,1,277800000,1541160,1077
ssa,_,"-""-",-,-,1,4,1,0,0,0,0,0,0,1,350700000,1541160,980
ssa,_,"-""-",-,-,2,3,4,0,0,0,0,0,0,4,431500000,1541160,1318
ssa,_,"-""-",-,-,3,6,2,3,0,0,0,0,0,2,622700000,1541160,2013
ssa,_,"-""-",-,-,4,6,3,2,0,0,0,0,0,3,716400000,1541160,1920
ssa,_,"-""-",-,-,5,3,4,0,0,0,0,0,0,4,606200000,1541160,1727
ssa,7,t6,1,5,0,6,7,11,0,0,0,0,0,7,881400000,1871920,2672
ssa,_,"-""-",-,-,1,6,8,10,0,0,0,0,0,8,1178200000,1871920,2674
ssa,_,"-""-",-,-,2,6,2,8,0,0,0,0,0,2,583400000,1871920,1485
ssa,_,"-""-",-,-,3,4,4,1,0,0,0,0,0,4,697000000,1871920,1525
ssa,_,"-""-",-,-,4,6,0,0,0,0,0,0,0,0,444700000,1871920,1352
ssa,8,t7,1,3,0,6,5,13,0,0,0,0,0,5,864700000,1894488,2502
ssa,_,"-""-",-,-,1,6,12,11,0,0,0,0,0,12,1281900000,1894488,3382
ssa,_,"-""-",-,-,2,4,12,9,0,0,0,0,0,12,1192100000,1894488,3202
ssa,9,t8,1,6,0,3,0,0,0,0,0,0,0,0,202400000,1871608,524
ssa,_,"-""-",-,-,1,4,0,0,0,0,0,0,0,0,243400000,1871608,875
ssa,_,"-""-",-,-,2,5,2,0,0,0,0,0,0,2,296300000,1871608,829
ssa,_,"-""-",-,-,3,3,0,0,0,0,0,0,0,0,200000000,1871608,718
ssa,_,"-""-",-,-,4,5,0,1,0,0,0,0,0,0,296300000,1871608,939
ssa,_,"-""-",-,-,5,3,0,0,0,0,0,0,0,0,151800000,1871608,635
ssa,10,t9,1,4,0,4,4,2,0,0,0,0,0,4,490000000,2177280,1711
ssa,_,"-""-",-,-,1,4,7,2,0,0,0,0,0,7,813100000,2177280,2063
ssa,_,"-""-",-,-,2,5,5,3,0,0,0,0,0,5,795200000,2177280,2221
ssa,_,"-""-",-,-,3,4,3,2,0,0,0,0,0,3,499900000,2177280,1397
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,0,0,0,1,336500000,696472,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,0,0,0,0,268400000,696472,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,0,0,0,1,219900000,696472,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,0,0,0,1,259000000,696472,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,0,0,0,1,289100000,696472,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,0,0,0,1,262400000,696472,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,0,0,0,2,372400000,696472,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,0,0,0,4,445600000,696472,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,0,0,0,6,579600000,696472,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,0,0,0,2,375400000,696472,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,0,0,0,3,452100000,696472,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,0,0,0,1,248400000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,0,0,0,0,232500000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,0,0,0,1,237200000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,0,0,0,1,288000000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,0,0,0,1,292000000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,0,0,0,1,255700000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,0,0,0,2,366200000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,0,0,0,4,432900001,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,0,0,0,6,593400000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,0,0,0,2,334900000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,0,0,0,3,412000000,696408,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,0,0,0,1,281100000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,0,0,0,0,206200000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,0,0,0,1,228200000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,0,0,0,1,267000000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,0,0,0,1,323500000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,0,0,0,1,307600000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,0,0,0,2,416300000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,0,0,0,4,387700000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,0,0,0,6,591800000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,0,0,0,2,380900000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,0,0,0,3,459800000,696408,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,0,0,0,1,287100000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,0,0,0,0,210500000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,0,0,0,1,245900000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,0,0,0,1,324100000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,0,0,0,1,428500000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,0,0,0,1,262900000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,0,0,0,2,428700000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,0,0,0,4,457400001,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,0,0,0,6,586500000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,0,0,0,2,354500000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,0,0,0,3,415100000,696408,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,0,0,0,1,288400000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,0,0,0,0,248000000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,0,0,0,1,244899999,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,0,0,0,1,270500000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,0,0,0,1,295000000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,0,0,0,1,272000000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,0,0,0,2,347000000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,0,0,0,4,374000000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,0,0,0,6,580700000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,0,0,0,2,349300000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,0,0,0,3,566800000,696408,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,0,0,0,1,247800000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,0,0,0,0,227400000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,0,0,0,1,235700000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,0,0,0,1,264900000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,0,0,0,1,311600000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,0,0,0,1,277400000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,0,0,0,2,359200000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,0,0,0,4,452000001,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,0,0,0,6,584600000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,0,0,0,2,341000000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,0,0,0,3,453700000,696408,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,0,0,0,1,245400000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,0,0,0,0,213200000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,0,0,0,1,248600000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,0,0,0,1,263500000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,0,0,0,1,280300000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,0,0,0,1,272100000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,0,0,0,2,349400000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,0,0,0,4,446700000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,0,0,0,6,603500000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,0,0,0,2,375900000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,0,0,0,3,409200000,696408,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,0,0,0,1,261300000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,0,0,0,0,212700000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,0,0,0,1,226400000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,0,0,0,1,262900000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,0,0,0,1,282500000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,0,0,0,1,271900000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,0,0,0,2,350800000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,0,0,0,4,381400000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,0,0,0,6,527700000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,0,0,0,2,338300000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,0,0,0,3,443100000,696408,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,0,0,0,1,299300000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,0,0,0,0,328800000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,0,0,0,1,212200000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,0,0,0,1,260800000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,0,0,0,1,312900000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,0,0,0,1,262300000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,0,0,0,2,349100000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,0,0,0,4,396900000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,0,0,0,6,539500000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,0,0,0,2,345600000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,0,0,0,3,444500000,696408,1354
SAG_TYPE,Sr No.,FileName,#Contracts,#Functions,FunctionID,#Variables,#Overhead,#Dead_nodes,EN,EX,RC,CV,SPV,NP,Time,OGR Size,SA OBJ Size
ssa,1,t0,1,11,0,3,1,1,0,0,0,0,0,1,273900000,696408,916
ssa,_,"-""-",-,-,1,3,0,1,0,0,0,0,0,0,196200000,696408,771
ssa,_,"-""-",-,-,2,3,1,1,0,0,0,0,0,1,284800000,696408,857
ssa,_,"-""-",-,-,3,3,1,1,0,0,0,0,0,1,265300000,696408,919
ssa,_,"-""-",-,-,4,3,1,2,0,0,0,0,0,1,390200000,696408,1109
ssa,_,"-""-",-,-,5,3,1,1,0,0,0,0,0,1,272200000,696408,969
ssa,_,"-""-",-,-,6,3,2,3,0,0,0,0,0,2,373400000,696408,1291
ssa,_,"-""-",-,-,7,3,4,1,0,0,0,0,0,4,388600000,696408,1404
ssa,_,"-""-",-,-,8,3,6,1,0,0,0,0,0,6,576000000,696408,1739
ssa,_,"-""-",-,-,9,4,2,3,0,0,0,0,0,2,398500000,696408,1204
ssa,_,"-""-",-,-,10,6,3,2,0,0,0,0,0,3,428400000,696408,1354
ssa,2,t1,1,14,0,4,1,3,0,0,0,0,0,1,386300000,1127024,1184
ssa,_,"-""-",-,-,1,4,4,2,0,0,0,0,0,4,428400000,1127024,1423
ssa,_,"-""-",-,-,2,4,3,2,0,0,0,0,0,3,467700000,1127024,1392
ssa,_,"-""-",-,-,3,4,2,2,0,0,0,0,0,2,332600000,1127024,1138
ssa,_,"-""-",-,-,4,4,2,2,0,0,0,0,0,2,330700000,1127024,1079
ssa,_,"-""-",-,-,5,4,2,0,0,0,0,0,0,2,256100000,1127024,926
ssa,_,"-""-",-,-,6,4,2,0,0,0,0,0,0,2,246700000,1127024,877
ssa,_,"-""-",-,-,7,4,2,0,0,0,0,0,0,2,226500000,1127024,871
ssa,_,"-""-",-,-,8,3,2,0,0,0,0,0,0,2,223900000,1127024,817
ssa,_,"-""-",-,-,9,3,0,0,0,0,0,0,0,0,179800000,1127024,526
ssa,_,"-""-",-,-,10,6,3,3,0,0,0,0,0,3,504500000,1127024,1512
ssa,_,"-""-",-,-,11,4,3,3,0,0,0,0,0,3,427600000,1127024,1427
ssa,_,"-""-",-,-,12,5,0,0,0,0,0,0,0,0,240600000,1127024,817
ssa,_,"-""-",-,-,13,4,4,3,0,0,0,0,0,4,1544600000,1127024,1637
ssa,3,t2,1,9,0,4,1,3,0,0,0,0,0,1,326600000,1050496,1079
ssa,_,"-""-",-,-,1,3,2,2,0,0,0,0,0,2,286500000,1050496,966
ssa,_,"-""-",-,-,2,4,3,2,0,0,0,0,0,3,484800000,1050496,1396
ssa,_,"-""-",-,-,3,4,2,2,0,0,0,0,0,2,378800000,1050496,1139
ssa,_,"-""-",-,-,4,4,2,2,0,0,0,0,0,2,353500000,1050496,1134
ssa,_,"-""-",-,-,5,4,2,2,0,0,0,0,0,2,372300000,1050496,1135
ssa,_,"-""-",-,-,6,4,4,0,0,0,0,0,0,4,566700000,1050496,1309
ssa,_,"-""-",-,-,7,4,0,0,0,0,0,0,0,0,286000000,1050496,917
ssa,_,"-""-",-,-,8,4,0,0,0,0,0,0,0,0,262900000,1050496,830
ssa,4,t3,1,10,0,5,2,2,0,0,0,0,0,2,324800000,1336528,1089
ssa,_,"-""-",-,-,1,5,2,2,0,0,0,0,0,2,348500000,1336528,1208
ssa,_,"-""-",-,-,2,3,0,0,0,0,0,0,0,0,257100000,1336528,863
ssa,_,"-""-",-,-,3,4,3,1,0,0,0,0,0,3,451000000,1336528,1318
ssa,_,"-""-",-,-,4,4,2,2,0,0,0,0,0,2,332400000,1336528,1180
ssa,_,"-""-",-,-,5,3,2,2,0,0,0,0,0,2,395700000,1336528,1140
ssa,_,"-""-",-,-,6,3,4,2,0,0,0,0,0,4,400200000,1336528,1305
ssa,_,"-""-",-,-,7,3,4,2,0,0,0,0,0,4,336200000,1336528,1254
ssa,_,"-""-",-,-,8,3,4,2,0,0,0,0,0,4,411000000,1336528,1254
ssa,_,"-""-",-,-,9,3,5,2,0,0,0,0,0,5,534500000,1336528,1500
ssa,5,t4,1,6,0,4,2,2,0,0,0,0,0,2,380800000,1228336,1144
ssa,_,"-""-",-,-,1,3,2,2,0,0,0,0,0,2,287600000,1228336,976
ssa,_,"-""-",-,-,2,4,2,2,0,0,0,0,0,2,420200000,1228336,1225
ssa,_,"-""-",-,-,3,3,0,0,0,0,0,0,0,0,230000000,1228336,929
ssa,_,"-""-",-,-,4,3,0,0,0,0,0,0,0,0,259500000,1228336,1039
ssa,_,"-""-",-,-,5,4,0,0,0,0,0,0,0,0,328700000,1228336,1105
ssa,6,t5,1,6,0,3,1,1,0,0,0,0,0,1,307200000,1541160,1077
ssa,_,"-""-",-,-,1,4,1,0,0,0,0,0,0,1,304200000,1541160,980
ssa,_,"-""-",-,-,2,3,4,0,0,0,0,0,0,4,435200000,1541160,1318
ssa,_,"-""-",-,-,3,6,2,3,0,0,0,0,0,2,726900000,1541160,2013
ssa,_,"-""-",-,-,4,6,3,2,0,0,0,0,0,3,658500000,1541160,1920
ssa,_,"-""-",-,-,5,3,4,0,0,0,0,0,0,4,852800000,1541160,1727
ssa,7,t6,1,5,0,6,7,11,0,0,0,0,0,7,1014300000,1871920,2672
ssa,_,"-""-",-,-,1,6,8,10,0,0,0,0,0,8,1100900000,1871920,2674
